time,subperiod_index,weight
1,1,1.0027472527472527
2,1,1.0027472527472527
3,1,1.0027472527472527
4,1,1.0027472527472527
5,1,1.0027472527472527
6,1,1.0027472527472527
7,1,1.0027472527472527
8,1,1.0027472527472527
9,1,1.0027472527472527
10,1,1.0027472527472527
11,1,1.0027472527472527
12,1,1.0027472527472527
13,1,1.0027472527472527
14,1,1.0027472527472527
15,1,1.0027472527472527
16,1,1.0027472527472527
17,1,1.0027472527472527
18,1,1.0027472527472527
19,1,1.0027472527472527
20,1,1.0027472527472527
21,1,1.0027472527472527
22,1,1.0027472527472527
23,1,1.0027472527472527
24,1,1.0027472527472527
25,1,1.0027472527472527
26,1,1.0027472527472527
27,1,1.0027472527472527
28,1,1.0027472527472527
29,1,1.0027472527472527
30,1,1.0027472527472527
31,1,1.0027472527472527
32,1,1.0027472527472527
33,1,1.0027472527472527
34,1,1.0027472527472527
35,1,1.0027472527472527
36,1,1.0027472527472527
37,1,1.0027472527472527
38,1,1.0027472527472527
39,1,1.0027472527472527
40,1,1.0027472527472527
41,1,1.0027472527472527
42,1,1.0027472527472527
43,1,1.0027472527472527
44,1,1.0027472527472527
45,1,1.0027472527472527
46,1,1.0027472527472527
47,1,1.0027472527472527
48,1,1.0027472527472527
49,1,1.0027472527472527
50,1,1.0027472527472527
51,1,1.0027472527472527
52,1,1.0027472527472527
53,1,1.0027472527472527
54,1,1.0027472527472527
55,1,1.0027472527472527
56,1,1.0027472527472527
57,1,1.0027472527472527
58,1,1.0027472527472527
59,1,1.0027472527472527
60,1,1.0027472527472527
61,1,1.0027472527472527
62,1,1.0027472527472527
63,1,1.0027472527472527
64,1,1.0027472527472527
65,1,1.0027472527472527
66,1,1.0027472527472527
67,1,1.0027472527472527
68,1,1.0027472527472527
69,1,1.0027472527472527
70,1,1.0027472527472527
71,1,1.0027472527472527
72,1,1.0027472527472527
73,1,1.0027472527472527
74,1,1.0027472527472527
75,1,1.0027472527472527
76,1,1.0027472527472527
77,1,1.0027472527472527
78,1,1.0027472527472527
79,1,1.0027472527472527
80,1,1.0027472527472527
81,1,1.0027472527472527
82,1,1.0027472527472527
83,1,1.0027472527472527
84,1,1.0027472527472527
85,1,1.0027472527472527
86,1,1.0027472527472527
87,1,1.0027472527472527
88,1,1.0027472527472527
89,1,1.0027472527472527
90,1,1.0027472527472527
91,1,1.0027472527472527
92,1,1.0027472527472527
93,1,1.0027472527472527
94,1,1.0027472527472527
95,1,1.0027472527472527
96,1,1.0027472527472527
97,1,1.0027472527472527
98,1,1.0027472527472527
99,1,1.0027472527472527
100,1,1.0027472527472527
101,1,1.0027472527472527
102,1,1.0027472527472527
103,1,1.0027472527472527
104,1,1.0027472527472527
105,1,1.0027472527472527
106,1,1.0027472527472527
107,1,1.0027472527472527
108,1,1.0027472527472527
109,1,1.0027472527472527
110,1,1.0027472527472527
111,1,1.0027472527472527
112,1,1.0027472527472527
113,1,1.0027472527472527
114,1,1.0027472527472527
115,1,1.0027472527472527
116,1,1.0027472527472527
117,1,1.0027472527472527
118,1,1.0027472527472527
119,1,1.0027472527472527
120,1,1.0027472527472527
121,1,1.0027472527472527
122,1,1.0027472527472527
123,1,1.0027472527472527
124,1,1.0027472527472527
125,1,1.0027472527472527
126,1,1.0027472527472527
127,1,1.0027472527472527
128,1,1.0027472527472527
129,1,1.0027472527472527
130,1,1.0027472527472527
131,1,1.0027472527472527
132,1,1.0027472527472527
133,1,1.0027472527472527
134,1,1.0027472527472527
135,1,1.0027472527472527
136,1,1.0027472527472527
